pcn,item,onhandqty,last_event,last_dest,last_event_time,suggested_review
13316,8181-215,10,PICK,MFG Floor,10/20/25 09:38:03,likely consumed/staged on floor -> verify if on-hand should be 0
13314,8181-265,10,PICK,MFG Floor,10/20/25 09:37:59,likely consumed/staged on floor -> verify if on-hand should be 0
13310,8181-430,10,PICK,MFG Floor,10/20/25 09:37:56,likely consumed/staged on floor -> verify if on-hand should be 0
13308,8181-255,10,PICK,MFG Floor,10/20/25 09:37:52,likely consumed/staged on floor -> verify if on-hand should be 0
29024,7848-9,10,PICK,MFG Floor,11/26/25 11:02:03,likely consumed/staged on floor -> verify if on-hand should be 0
29090,8452-125,10,PICK,MFG Floor,01/30/26 10:59:46,likely consumed/staged on floor -> verify if on-hand should be 0
29133,8418L-35,10,PICK,MFG Floor,10/10/25 15:13:28,likely consumed/staged on floor -> verify if on-hand should be 0
4223,7700-14,10,PICK,MFG Floor,02/09/26 09:28:41,likely consumed/staged on floor -> verify if on-hand should be 0
12685,8112L-390,10,PICK,MFG Floor,09/04/25 13:44:33,likely consumed/staged on floor -> verify if on-hand should be 0
12669,7734-160,10,PICK,MFG Floor,09/04/25 13:44:10,likely consumed/staged on floor -> verify if on-hand should be 0
12603,8443L-105,10,PICK,MFG Floor,03/03/26 09:56:48,likely consumed/staged on floor -> verify if on-hand should be 0
12144,8520L-250,10,PICK,MFG Floor,01/12/26 12:12:59,likely consumed/staged on floor -> verify if on-hand should be 0
12511,8181-210,10,PICK,MFG Floor,01/14/26 14:21:13,likely consumed/staged on floor -> verify if on-hand should be 0
12491,8181-345,10,PICK,MFG Floor,01/14/26 14:21:17,likely consumed/staged on floor -> verify if on-hand should be 0
2955,ACI-2074,10,PICK,MFG Floor,01/20/26 11:25:30,likely consumed/staged on floor -> verify if on-hand should be 0
12477,8181-220,10,PICK,MFG Floor,10/20/25 08:02:12,likely consumed/staged on floor -> verify if on-hand should be 0
12476,8181-225,10,PICK,MFG Floor,10/20/25 08:02:16,likely consumed/staged on floor -> verify if on-hand should be 0
29702,8343ML-40,10,PICK,MFG Floor,10/20/25 14:16:37,likely consumed/staged on floor -> verify if on-hand should be 0
12467,8181-285,10,PICK,MFG Floor,10/20/25 08:02:25,likely consumed/staged on floor -> verify if on-hand should be 0
12464,8181-275,10,PICK,MFG Floor,10/20/25 08:02:19,likely consumed/staged on floor -> verify if on-hand should be 0
12448,7734-20,10,PICK,MFG Floor,01/14/26 14:21:06,likely consumed/staged on floor -> verify if on-hand should be 0
12410,8066-5,10,PICK,MFG Floor,05/27/25 10:46:24,likely consumed/staged on floor -> verify if on-hand should be 0
12409,8066-5,10,PICK,MFG Floor,05/27/25 10:46:33,likely consumed/staged on floor -> verify if on-hand should be 0
12408,8024L-52,10,PICK,MFG Floor,09/04/25 15:06:17,likely consumed/staged on floor -> verify if on-hand should be 0
30005,6948L-19,10,PICK,MFG Floor,02/12/26 11:30:57,likely consumed/staged on floor -> verify if on-hand should be 0
12325,7734-160,10,PICK,MFG Floor,10/06/25 12:27:40,likely consumed/staged on floor -> verify if on-hand should be 0
4090,ACI-3386,10,PICK,MFG Floor,02/09/26 11:43:46,likely consumed/staged on floor -> verify if on-hand should be 0
3035,ACI-2385,10,PICK,MFG Floor,01/15/26 12:19:30,likely consumed/staged on floor -> verify if on-hand should be 0
32510,7221L-20,10,PICK,MFG Floor,08/14/25 13:08:33,likely consumed/staged on floor -> verify if on-hand should be 0
34402,8764L-485,10,PTWY,1604003,09/12/25 14:16:28,moved off floor -> location may be stale (real available stock)
34385,8594L-910,10,PICK,MFG Floor,02/04/26 13:57:14,likely consumed/staged on floor -> verify if on-hand should be 0
34369,8594L-930,10,PICK,MFG Floor,02/04/26 12:52:34,likely consumed/staged on floor -> verify if on-hand should be 0
34362,8594L-1050,10,PICK,MFG Floor,02/04/26 14:10:25,likely consumed/staged on floor -> verify if on-hand should be 0
40000,6970L-1A-3,10,PICK,MFG Floor,02/27/26 08:31:06,likely consumed/staged on floor -> verify if on-hand should be 0
34360,8764L-80,10,PTWY,1604003,09/15/25 08:51:21,moved off floor -> location may be stale (real available stock)
34351,8764L-130,10,PTWY,1604003,09/15/25 07:53:00,moved off floor -> location may be stale (real available stock)
34347,8764L-145,10,PTWY,1604003,09/15/25 07:52:53,moved off floor -> location may be stale (real available stock)
34345,8594L-1090,10,PICK,MFG Floor,02/04/26 14:10:21,likely consumed/staged on floor -> verify if on-hand should be 0
34335,8594L-220,10,PICK,MFG Floor,02/04/26 14:10:29,likely consumed/staged on floor -> verify if on-hand should be 0
34196,6753L-86,10,PICK,MFG Floor,02/26/26 09:58:02,likely consumed/staged on floor -> verify if on-hand should be 0
3351,ACI-2633,10,PICK,MFG Floor,02/05/26 10:02:28,likely consumed/staged on floor -> verify if on-hand should be 0
31308,8202L-25,10,PICK,MFG Floor,10/20/25 13:12:54,likely consumed/staged on floor -> verify if on-hand should be 0
33247,7944L-280,10,PICK,MFG Floor,08/28/25 08:29:25,likely consumed/staged on floor -> verify if on-hand should be 0
33239,7144l-115,10,PICK,MFG Floor,03/31/26 11:40:24,likely consumed/staged on floor -> verify if on-hand should be 0
3313,ACI-2608,10,PICK,MFG Floor,02/05/26 10:04:30,likely consumed/staged on floor -> verify if on-hand should be 0
3309,ACI-2580,10,PICK,MFG Floor,01/30/26 11:09:25,likely consumed/staged on floor -> verify if on-hand should be 0
3193,ACI-2480,10,PICK,MFG Floor,11/20/25 12:24:07,likely consumed/staged on floor -> verify if on-hand should be 0
11858,8141M-270,10,PICK,MFG Floor,03/03/26 10:04:21,likely consumed/staged on floor -> verify if on-hand should be 0
3228,ACI-2539,10,PICK,MFG Floor,11/07/25 11:58:03,likely consumed/staged on floor -> verify if on-hand should be 0
36529,8606ML-230,10,PTWY,2201503,10/06/25 14:03:43,moved off floor -> location may be stale (real available stock)
32478,8091L-35,10,PICK,MFG Floor,08/13/25 15:13:16,likely consumed/staged on floor -> verify if on-hand should be 0
9605,ACI-5733,10,PICK,MFG Floor,12/09/25 12:26:07,likely consumed/staged on floor -> verify if on-hand should be 0
25779,8343ML-90,9,PICK,MFG Floor,10/02/25 09:52:10,likely consumed/staged on floor -> verify if on-hand should be 0
29147,8417L-150,9,PICK,MFG Floor,01/30/26 10:59:43,likely consumed/staged on floor -> verify if on-hand should be 0
28500,6753L-98,9,PICK,MFG Floor,02/27/26 11:02:58,likely consumed/staged on floor -> verify if on-hand should be 0
23915,8037-140,9,PICK,MFG Floor,05/21/24 14:49:34,likely consumed/staged on floor -> verify if on-hand should be 0
29093,8452-260,9,PICK,MFG Floor,02/02/26 08:48:04,likely consumed/staged on floor -> verify if on-hand should be 0
2907,ACI-1751,9,PICK,MFG Floor,02/25/26 10:02:40,likely consumed/staged on floor -> verify if on-hand should be 0
33439,ACI-10048,9,PICK,MFG Floor,01/20/26 09:38:23,likely consumed/staged on floor -> verify if on-hand should be 0
3349,ACI-2643,9,PICK,MFG Floor,02/04/26 14:47:31,likely consumed/staged on floor -> verify if on-hand should be 0
6433,8024L-97,9,PICK,MFG Floor,08/26/25 09:02:49,likely consumed/staged on floor -> verify if on-hand should be 0
16747,8271-50,9,PICK,MFG Floor,09/05/25 08:30:18,likely consumed/staged on floor -> verify if on-hand should be 0
13353,8138M-320,9,PICK,MFG Floor,08/06/25 10:59:27,likely consumed/staged on floor -> verify if on-hand should be 0
27247,8112L-565,9,PICK,MFG Floor,02/12/26 13:03:01,likely consumed/staged on floor -> verify if on-hand should be 0
27246,8112L-35,9,PICK,MFG Floor,02/12/26 11:31:04,likely consumed/staged on floor -> verify if on-hand should be 0
26293,8033-13,9,PICK,MFG Floor,12/17/25 12:08:46,likely consumed/staged on floor -> verify if on-hand should be 0
15757,8230ML-160,9,PICK,MFG Floor,09/17/25 07:14:06,likely consumed/staged on floor -> verify if on-hand should be 0
16746,8271-85,9,PICK,MFG Floor,09/04/25 15:19:46,likely consumed/staged on floor -> verify if on-hand should be 0
6717,7907L-21,9,PICK,MFG Floor,02/27/26 10:30:34,likely consumed/staged on floor -> verify if on-hand should be 0
27639,8433L-645,9,PICK,MFG Floor,03/03/26 13:09:37,likely consumed/staged on floor -> verify if on-hand should be 0
3279,ACI-2553,9,PICK,MFG Floor,01/30/26 11:09:02,likely consumed/staged on floor -> verify if on-hand should be 0
15395,8142M-270,9,PICK,MFG Floor,02/02/26 13:00:36,likely consumed/staged on floor -> verify if on-hand should be 0
15799,8262-130,9,PICK,MFG Floor,10/01/25 11:15:10,likely consumed/staged on floor -> verify if on-hand should be 0
15800,8262-50,9,PICK,MFG Floor,10/01/25 11:15:14,likely consumed/staged on floor -> verify if on-hand should be 0
15808,8262-35,9,PICK,MFG Floor,10/01/25 11:15:57,likely consumed/staged on floor -> verify if on-hand should be 0
3438,ACI-2712,9,PICK,MFG Floor,11/24/25 09:11:44,likely consumed/staged on floor -> verify if on-hand should be 0
26545,8444-110,9,PICK,MFG Floor,09/04/25 15:19:49,likely consumed/staged on floor -> verify if on-hand should be 0
6829,7157-47,9,PICK,MFG Floor,02/27/26 10:30:39,likely consumed/staged on floor -> verify if on-hand should be 0
26835,8291-235,9,PICK,MFG Floor,09/02/25 09:25:54,likely consumed/staged on floor -> verify if on-hand should be 0
17065,8276-160,9,PICK,MFG Floor,09/02/25 09:27:41,likely consumed/staged on floor -> verify if on-hand should be 0
11759,3815-10,9,PICK,MFG Floor,03/03/26 09:12:44,likely consumed/staged on floor -> verify if on-hand should be 0
20101,8080L-287,9,PICK,MFG Floor,01/19/26 10:43:34,likely consumed/staged on floor -> verify if on-hand should be 0
3446,7157-6,9,PICK,MFG Floor,02/27/26 09:51:29,likely consumed/staged on floor -> verify if on-hand should be 0
30286,6590L-28,9,PICK,MFG Floor,09/15/25 15:14:22,likely consumed/staged on floor -> verify if on-hand should be 0
27824,8343ML-405,9,PICK,MFG Floor,03/03/26 11:54:59,likely consumed/staged on floor -> verify if on-hand should be 0
22388,7946L-45,9,PICK,MFG Floor,05/27/25 11:26:05,likely consumed/staged on floor -> verify if on-hand should be 0
30038,8223L-25,9,PICK,MFG Floor,09/17/25 10:11:43,likely consumed/staged on floor -> verify if on-hand should be 0
36408,8294M-3-5,9,PICK,MFG Floor,05/30/25 10:48:23,likely consumed/staged on floor -> verify if on-hand should be 0
19901,8202L-55,9,PICK,MFG Floor,01/12/26 15:12:00,likely consumed/staged on floor -> verify if on-hand should be 0
11945,8161-45,9,PICK,MFG Floor,03/03/26 09:32:57,likely consumed/staged on floor -> verify if on-hand should be 0
4341,8055-21,9,PICK,MFG Floor,09/02/25 09:24:45,likely consumed/staged on floor -> verify if on-hand should be 0
19055,7124-2,9,PICK,MFG Floor,02/26/26 08:18:22,likely consumed/staged on floor -> verify if on-hand should be 0
29362,8430L-290,9,PICK,MFG Floor,02/27/26 11:54:39,likely consumed/staged on floor -> verify if on-hand should be 0
35756,8520L-210,9,PICK,MFG Floor,09/16/25 07:18:05,likely consumed/staged on floor -> verify if on-hand should be 0
35473,8243-1-30,9,PICK,MFG Floor,09/17/25 10:36:45,likely consumed/staged on floor -> verify if on-hand should be 0
18015,8292-155,9,PICK,MFG Floor,09/04/25 13:44:43,likely consumed/staged on floor -> verify if on-hand should be 0
15090,8266L-110,9,PICK,MFG Floor,09/03/25 08:42:39,likely consumed/staged on floor -> verify if on-hand should be 0
10854,8052-15,9,PICK,MFG Floor,02/27/26 09:21:36,likely consumed/staged on floor -> verify if on-hand should be 0
13959,8095-195,9,PICK,MFG Floor,02/27/26 13:08:52,likely consumed/staged on floor -> verify if on-hand should be 0
12764,8152L-45,9,PICK,MFG Floor,12/17/25 12:08:25,likely consumed/staged on floor -> verify if on-hand should be 0
13814,7681L-45,8,PICK,MFG Floor,02/09/26 11:46:08,likely consumed/staged on floor -> verify if on-hand should be 0
4405,ACI-3555,8,PICK,MFG Floor,09/04/25 14:05:38,likely consumed/staged on floor -> verify if on-hand should be 0
4603,ACI-3776,8,PICK,MFG Floor,08/27/25 11:34:44,likely consumed/staged on floor -> verify if on-hand should be 0
27918,8433L-340,8,PICK,MFG Floor,03/03/26 11:41:11,likely consumed/staged on floor -> verify if on-hand should be 0
11031,8122-20,8,PICK,MFG Floor,02/12/26 08:03:30,likely consumed/staged on floor -> verify if on-hand should be 0
2793,ACI-2202,8,PICK,MFG Floor,10/20/25 10:30:23,likely consumed/staged on floor -> verify if on-hand should be 0
27964,8433L-210,8,PICK,MFG Floor,03/03/26 11:40:58,likely consumed/staged on floor -> verify if on-hand should be 0
17068,8276-60,8,PICK,MFG Floor,09/02/25 09:27:29,likely consumed/staged on floor -> verify if on-hand should be 0
11089,8136L-80,8,PICK,MFG Floor,02/12/26 08:15:12,likely consumed/staged on floor -> verify if on-hand should be 0
4339,ACI-3254,8,PICK,MFG Floor,09/04/25 15:06:01,likely consumed/staged on floor -> verify if on-hand should be 0
17278,8266L-170,8,PICK,MFG Floor,12/17/25 14:17:07,likely consumed/staged on floor -> verify if on-hand should be 0
28721,8448L-160,8,PICK,MFG Floor,02/19/26 10:23:55,likely consumed/staged on floor -> verify if on-hand should be 0
28730,8448L-190,8,PICK,MFG Floor,02/26/26 08:03:32,likely consumed/staged on floor -> verify if on-hand should be 0
19240,8267L-15,8,PICK,MFG Floor,09/02/25 09:26:53,likely consumed/staged on floor -> verify if on-hand should be 0
2876,ACI-2294,8,PICK,MFG Floor,01/15/26 09:58:50,likely consumed/staged on floor -> verify if on-hand should be 0
13770,8208M-95,8,PICK,MFG Floor,11/07/25 11:59:28,likely consumed/staged on floor -> verify if on-hand should be 0
13749,8208M-90,8,PICK,MFG Floor,11/10/25 13:45:23,likely consumed/staged on floor -> verify if on-hand should be 0
7678,3815-17,8,PICK,MFG Floor,01/09/26 08:07:22,likely consumed/staged on floor -> verify if on-hand should be 0
6544,7958-12,8,PICK,MFG Floor,09/17/25 09:33:43,likely consumed/staged on floor -> verify if on-hand should be 0
28948,8415M-265,8,PICK,MFG Floor,11/21/25 09:04:26,likely consumed/staged on floor -> verify if on-hand should be 0
3905,7546-3,8,PICK,MFG Floor,02/25/26 12:46:02,likely consumed/staged on floor -> verify if on-hand should be 0
28968,8415M-20,8,PICK,MFG Floor,11/20/25 15:11:21,likely consumed/staged on floor -> verify if on-hand should be 0
2898,ACI-2285,8,PICK,MFG Floor,02/25/26 09:22:11,likely consumed/staged on floor -> verify if on-hand should be 0
32511,7909M-45,8,PICK,MFG Floor,08/14/25 13:08:38,likely consumed/staged on floor -> verify if on-hand should be 0
35350,8608ML-5,8,PICK,MFG Floor,09/19/25 12:56:01,likely consumed/staged on floor -> verify if on-hand should be 0
13284,8095-205,8,PICK,MFG Floor,02/27/26 13:28:24,likely consumed/staged on floor -> verify if on-hand should be 0
13009,8183L-235,8,PICK,MFG Floor,07/01/25 13:04:38,likely consumed/staged on floor -> verify if on-hand should be 0
6327,8037-175,8,PICK,MFG Floor,12/16/25 12:14:20,likely consumed/staged on floor -> verify if on-hand should be 0
6325,8047-1,8,PICK,MFG Floor,02/11/26 10:50:55,likely consumed/staged on floor -> verify if on-hand should be 0
12609,8126L-205,8,PICK,MFG Floor,09/05/25 08:30:58,likely consumed/staged on floor -> verify if on-hand should be 0
22563,8033-10,8,PICK,MFG Floor,09/05/25 08:31:03,likely consumed/staged on floor -> verify if on-hand should be 0
29520,6463-110,8,PICK,MFG Floor,01/12/26 12:13:17,likely consumed/staged on floor -> verify if on-hand should be 0
2956,ACI-2323,8,PICK,MFG Floor,01/20/26 11:25:09,likely consumed/staged on floor -> verify if on-hand should be 0
22553,8320L-10,8,PICK,MFG Floor,01/14/26 14:30:33,likely consumed/staged on floor -> verify if on-hand should be 0
32552,7984-50,8,PICK,MFG Floor,02/04/26 14:41:20,likely consumed/staged on floor -> verify if on-hand should be 0
3192,ACI-2480,8,PICK,MFG Floor,11/20/25 12:24:11,likely consumed/staged on floor -> verify if on-hand should be 0
10994,8522l-45,8,PICK,MFG Floor,01/23/26 13:19:20,likely consumed/staged on floor -> verify if on-hand should be 0
18286,7393-50,8,PICK,MFG Floor,02/26/26 11:12:41,likely consumed/staged on floor -> verify if on-hand should be 0
12227,8167M-120,8,PICK,MFG Floor,02/19/26 15:17:33,likely consumed/staged on floor -> verify if on-hand should be 0
32963,6463-75,8,PICK,MFG Floor,01/12/26 12:13:10,likely consumed/staged on floor -> verify if on-hand should be 0
3480,ACI-2681,8,PICK,MFG Floor,09/25/25 09:30:24,likely consumed/staged on floor -> verify if on-hand should be 0
32027,8522L-195,8,PICK,MFG Floor,02/05/26 09:58:04,likely consumed/staged on floor -> verify if on-hand should be 0
11944,3824-1,8,PICK,MFG Floor,03/03/26 09:33:28,likely consumed/staged on floor -> verify if on-hand should be 0
6295,8024L-11,8,PICK,MFG Floor,02/27/26 12:13:52,likely consumed/staged on floor -> verify if on-hand should be 0
16106,ACI-4590,8,PICK,MFG Floor,02/05/26 12:30:37,likely consumed/staged on floor -> verify if on-hand should be 0
6796,8183L-90,8,PICK,MFG Floor,02/27/26 11:02:54,likely consumed/staged on floor -> verify if on-hand should be 0
26887,8448-415,8,PICK,MFG Floor,02/27/26 08:31:12,likely consumed/staged on floor -> verify if on-hand should be 0
7749,8055-19,8,PICK,MFG Floor,08/27/25 08:20:37,likely consumed/staged on floor -> verify if on-hand should be 0
6012,7685-2,8,PICK,MFG Floor,02/27/26 11:28:21,likely consumed/staged on floor -> verify if on-hand should be 0
27162,8080L-1-447,8,PICK,MFG Floor,09/18/25 08:43:53,likely consumed/staged on floor -> verify if on-hand should be 0
7774,7363L-5,8,PICK,MFG Floor,02/27/26 11:30:44,likely consumed/staged on floor -> verify if on-hand should be 0
3276,ACI-2554,8,PICK,MFG Floor,02/04/26 14:40:49,likely consumed/staged on floor -> verify if on-hand should be 0
